"dataset","model","mode","canonical_run","best_epoch","runtime","best_checkpoint_reference","best_checkpoint_used_during_formal_run","checkpoint_artifact_currently_available","local_checkpoint_path","metadata_source","metadata_status","notes"
"ptbxl_sub","HuBERT-ECG","Frozen","PTBXL_SUB_17_HUBERT_ECG_FROZEN_FORMAL_SUB3","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_17_HUBERT_ECG_FROZEN_FORMAL_SUB3/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_17_HUBERT_ECG_FROZEN_FORMAL_SUB3/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_sub","ECG-CPC","Frozen","HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_CPC_FROZEN__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY","32","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB_ECG_CPC_FROZEN_FORMAL_052_02/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_CPC_FROZEN_FORMAL_052_02/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_sub","ECG-FM","Frozen","HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_FM_FROZEN__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY","93","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB_ECG_FM_FROZEN_FORMAL_052_08/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_FM_FROZEN_FORMAL_052_08/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","ECGFounder","Frozen","PTBXL_SUPER_02_ECGFOUNDER_FROZEN_FORMAL","49","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_02_ECGFOUNDER_FROZEN_FORMAL/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_02_ECGFOUNDER_FROZEN_FORMAL/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","ECG-JEPA","Frozen","PTBXL_SUPER_05_ECG_JEPA_FROZEN_FORMAL","1","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_05_ECG_JEPA_FROZEN_FORMAL/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_05_ECG_JEPA_FROZEN_FORMAL/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","ST-MEM","Frozen","PTBXL_SUPER_08_ST_MEM_FROZEN_FORMAL","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_08_ST_MEM_FROZEN_FORMAL/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_08_ST_MEM_FROZEN_FORMAL/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","MERL","Frozen","PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_11_MERL_FROZEN_FORMAL_SUPER1/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","ECGFM-KED","Frozen","PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_14_ECGFM_KED_FROZEN_FORMAL_SUPER2/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","HuBERT-ECG","Frozen","PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_17_HUBERT_ECG_FROZEN_FORMAL_SUPER3/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","ECG-CPC","Frozen","HUMAN_AUTHORITY_CONFIRMED__SUPER_ECG_CPC_FROZEN__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY","30","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER_ECG_CPC_FROZEN_FORMAL_052_05/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUPER_ECG_CPC_FROZEN_FORMAL_052_05/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","ECG-FM","Frozen","PTBXL_SUPER_ECG_FM_FROZEN_FORMAL_052_11","80","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER_ECG_FM_FROZEN_FORMAL_052_11/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_SUPER_ECG_FM_FROZEN_FORMAL_052_11/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","ECGFounder","Linear","PTBXL_ALL_ECGFOUNDER_LINEAR_FORMAL_RUN_002","15","16m24s","docs/PTBXL_ALL_FROZEN_LINEAR_FINAL_CLOSURE_REPORT.md#PTBXL_ALL_FROZEN_LINEAR_COMPLETION_STATUS (Best ckpt=YES; exact remote pathname not retained)","YES","NO","","docs/PTBXL_ALL_FROZEN_LINEAR_FINAL_CLOSURE_REPORT.md","COMPLETE","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","ECG-JEPA","Linear","PTBXL_ALL_ECG_JEPA_LINEAR_FORMAL_RUN_004","69","3h44m34s","/root/autodl-tmp/ECG/formal_runs/PTBXL_ALL_ECG_JEPA_LINEAR_FORMAL_RUN_004/output/version_0/best_model.ckpt","YES","NO","","docs/PTBXL_ALL_FROZEN_LINEAR_FINAL_CLOSURE_REPORT.md; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ECG_JEPA_LINEAR_FORMAL_RUN_004/formal_training.log","COMPLETE","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","ST-MEM","Linear","PTBXL_ALL_ST_MEM_LINEAR_FORMAL_RUN_006","97","1h29m32s","/root/autodl-tmp/ECG/formal_runs/PTBXL_ALL_ST_MEM_LINEAR_FORMAL_RUN_006/output/version_0/best_model.ckpt","YES","NO","","docs/PTBXL_ALL_FROZEN_LINEAR_FINAL_CLOSURE_REPORT.md; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ST_MEM_LINEAR_FORMAL_RUN_006/formal_training.log","COMPLETE","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","MERL","Linear","PTBXL_ALL_MERL_LINEAR_FORMAL_RUN_008","99","12m31s","/root/autodl-tmp/ECG/formal_runs/PTBXL_ALL_MERL_LINEAR_FORMAL_RUN_008/output/version_0/best_model.ckpt","YES","NO","","docs/PTBXL_ALL_FROZEN_LINEAR_FINAL_CLOSURE_REPORT.md; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_MERL_LINEAR_FORMAL_RUN_008/formal_training.log","COMPLETE","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","ECGFM-KED","Linear","PTBXL_ALL_ECGFM_KED_LINEAR_FORMAL_RUN_010","98","17m01s","/root/autodl-tmp/ECG/formal_runs/PTBXL_ALL_ECGFM_KED_LINEAR_FORMAL_RUN_010/output/version_0/best_model.ckpt","YES","NO","","docs/PTBXL_ALL_FROZEN_LINEAR_FINAL_CLOSURE_REPORT.md; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ECGFM_KED_LINEAR_FORMAL_RUN_010/formal_training.log","COMPLETE","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","HuBERT-ECG","Linear","PTBXL_ALL_HUBERT_ECG_LINEAR_FORMAL_RUN_012","60","2h11m34s","/root/autodl-tmp/ECG/formal_runs/PTBXL_ALL_HUBERT_ECG_LINEAR_FORMAL_RUN_012/output/version_0/best_model.ckpt","YES","NO","","docs/PTBXL_ALL_FROZEN_LINEAR_FINAL_CLOSURE_REPORT.md; execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_HUBERT_ECG_LINEAR_FORMAL_RUN_012/formal_training.log","COMPLETE","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","ECG-CPC","Linear","PTBXL_ALL_ECG_CPC_LINEAR_FORMAL_RUN_014","99","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_ALL_ECG_CPC_LINEAR_FORMAL_RUN_014/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ECG_CPC_LINEAR_FORMAL_RUN_014/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_all","ECG-FM","Linear","PTBXL_ALL_ECG_FM_LINEAR_FORMAL_RUN_016","85","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_ALL_ECG_FM_LINEAR_FORMAL_RUN_016/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_ALL_ECG_FM_LINEAR_FORMAL_RUN_016/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_sub","ECGFounder","Linear","PTBXL_SUB_03_ECGFOUNDER_LINEAR_FORMAL","85","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_03_ECGFOUNDER_LINEAR_FORMAL/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_780/PTBXL_SUB_03_ECGFOUNDER_LINEAR_FORMAL/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_sub","ECG-JEPA","Linear","PTBXL_SUB_06_ECG_JEPA_LINEAR_FORMAL","96","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_06_ECG_JEPA_LINEAR_FORMAL/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_780/PTBXL_SUB_06_ECG_JEPA_LINEAR_FORMAL/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_sub","ST-MEM","Linear","PTBXL_SUB_09_ST_MEM_LINEAR_FORMAL","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_09_ST_MEM_LINEAR_FORMAL/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_780/PTBXL_SUB_09_ST_MEM_LINEAR_FORMAL/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_sub","MERL","Linear","PTBXL_SUB_12_MERL_LINEAR_FORMAL_SUB1","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_12_MERL_LINEAR_FORMAL_SUB1/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_12_MERL_LINEAR_FORMAL_SUB1/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_sub","ECGFM-KED","Linear","PTBXL_SUB_15_ECGFM_KED_LINEAR_FORMAL_SUB2","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_15_ECGFM_KED_LINEAR_FORMAL_SUB2/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_15_ECGFM_KED_LINEAR_FORMAL_SUB2/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_sub","HuBERT-ECG","Linear","PTBXL_SUB_18_HUBERT_ECG_LINEAR_FORMAL_SUB3","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB/PTBXL_SUB_18_HUBERT_ECG_LINEAR_FORMAL_SUB3/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUB_18_HUBERT_ECG_LINEAR_FORMAL_SUB3/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_sub","ECG-CPC","Linear","HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_CPC_LINEAR__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY","99","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB_ECG_CPC_LINEAR_FORMAL_052_03/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_CPC_LINEAR_FORMAL_052_03/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_sub","ECG-FM","Linear","HUMAN_AUTHORITY_CONFIRMED__SUB_ECG_FM_LINEAR__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY","8","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUB_ECG_FM_LINEAR_FORMAL_052_09/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUB_ECG_FM_LINEAR_FORMAL_052_09/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","ECGFounder","Linear","PTBXL_SUPER_03_ECGFOUNDER_LINEAR_FORMAL","48","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_03_ECGFOUNDER_LINEAR_FORMAL/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_03_ECGFOUNDER_LINEAR_FORMAL/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","ECG-JEPA","Linear","PTBXL_SUPER_06_ECG_JEPA_LINEAR_FORMAL","81","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_06_ECG_JEPA_LINEAR_FORMAL/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_06_ECG_JEPA_LINEAR_FORMAL/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","ST-MEM","Linear","PTBXL_SUPER_09_ST_MEM_LINEAR_FORMAL","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_09_ST_MEM_LINEAR_FORMAL/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_775/PTBXL_SUPER_09_ST_MEM_LINEAR_FORMAL/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","MERL","Linear","PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_12_MERL_LINEAR_FORMAL_SUPER1/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","ECGFM-KED","Linear","PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_15_ECGFM_KED_LINEAR_FORMAL_SUPER2/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","HuBERT-ECG","Linear","PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3","NOT_RECOVERED","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER/PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_WORKER_EVIDENCE_BUNDLE/PTBXL_SUPER_18_HUBERT_ECG_LINEAR_FORMAL_SUPER3/post_run_validation.json","PARTIAL_CHECKPOINT_REFERENCE_ONLY","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","ECG-CPC","Linear","HUMAN_AUTHORITY_CONFIRMED__SUPER_ECG_CPC_LINEAR__CANONICAL_RUN_ID_PENDING_LOCAL_RECOVERY","99","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER_ECG_CPC_LINEAR_FORMAL_052_06/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/PARALLEL_451_RESIDUAL_SPECIAL_BUNDLE/PTBXL_SUPER_ECG_CPC_LINEAR_FORMAL_052_06/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
"ptbxl_super","ECG-FM","Linear","PTBXL_SUPER_ECG_FM_LINEAR_FORMAL_052_12","99","NOT_RECOVERED","/root/autodl-tmp/ECG/formal_runs/PTBXL_SUPER_ECG_FM_LINEAR_FORMAL_052_12/output/version_0/best_model.ckpt","YES","NO","","execution_control/PTBXL_FINAL_CLOSURE/mapping_evidence/instance_451/PTBXL_SUPER_ECG_FM_LINEAR_FORMAL_052_12/formal_training.log","PARTIAL_BEST_EPOCH_AND_CHECKPOINT","Formal best-checkpoint use is recorded independently; no run-bound best checkpoint is currently present in the project-scoped local model-artifact inventory."
